date,os,country,spend,impressions,clicks,installs
2020-07-11,android,CZ,0.02,4,0,0
2020-07-11,android,DE,4.97,466,11,3
2020-07-11,android,DK,0.34,23,0,0
2020-07-11,android,DO,0.01,2,0,0
2020-07-11,android,DZ,0.02,33,1,0
2020-07-11,android,EE,0.01,1,0,0
2020-07-11,android,EG,0.02,59,3,1
2020-07-11,android,ES,0.02,5,0,0
2020-07-11,android,FI,0.38,30,1,0
2020-07-11,android,FR,2.54,258,1,1
2020-07-11,android,GE,0.02,20,0,0
2020-07-11,android,GR,0.01,8,0,0
2020-07-11,android,HR,0.01,10,0,0
2020-07-11,android,HU,0.02,11,0,0
2020-07-11,android,ID,0.03,53,0,2
2020-07-11,android,IL,0.21,40,3,0
2020-07-11,android,IN,0.07,88,2,8
2020-07-11,android,IQ,0.03,84,3,1
2020-07-11,android,JP,0.41,34,3,0
2020-07-11,android,KR,0.82,51,4,1
2020-07-11,android,LT,0.02,2,0,0
2020-07-11,android,MX,0.14,86,1,0
2020-07-11,android,MY,0.02,5,0,2
2020-07-11,android,NO,0.23,16,0,1
2020-07-11,android,NZ,0.48,43,0,0
2020-07-11,android,PE,0.02,7,0,0
2020-07-11,android,PH,0.04,17,0,1
2020-07-11,android,PK,0.02,18,0,6
2020-07-11,android,PL,0.01,3,0,0
2020-07-11,android,PR,0.01,6,0,0
2020-07-11,android,RS,0.04,26,0,3
2020-07-11,android,RU,0.07,36,0,0
2020-07-11,android,SA,0.56,144,4,1
2020-07-11,android,SE,0.93,60,2,1
2020-07-11,android,SI,0.01,2,0,0
2020-07-11,android,TH,0.01,3,0,3
2020-07-11,android,TN,0.01,13,0,0
2020-07-11,android,TR,0.26,220,5,1
2020-07-11,android,UA,0.07,64,1,2
2020-07-11,android,UK,2.16,232,5,0
2020-07-11,android,US,378.17,34022,374,178
2020-07-11,android,UY,0.03,18,0,0
2020-07-11,android,UZ,0.01,2,0,0
2020-07-11,android,ZA,4.15,1104,21,7
2020-07-11,ios,AR,0.44,326,4,3
2020-07-11,ios,AU,13.38,993,11,3
2020-07-11,ios,BE,0.6,72,0,0
2020-07-11,ios,CA,10.58,1428,27,6
2020-07-11,ios,CZ,2.0,465,10,3
2020-07-11,ios,DE,10.5,752,13,5
2020-07-11,ios,DK,0.42,29,1,0
2020-07-11,ios,ES,3.44,965,10,2
2020-07-11,ios,FI,0.08,7,0,0
2020-07-11,ios,FR,5.33,634,9,1
2020-07-11,ios,HR,0.13,54,1,0
2020-07-11,ios,HU,1.03,329,9,2
2020-07-11,ios,IL,1.52,264,1,1
2020-07-11,ios,IT,3.11,505,6,0
2020-07-11,ios,JP,1.92,124,4,1
2020-07-11,ios,KR,0.72,39,2,1
2020-07-11,ios,MX,1.3,717,8,3
2020-07-11,ios,NO,0.6,30,0,0
2020-07-11,ios,NZ,0.29,24,0,0
2020-07-11,ios,PL,1.21,218,3,1
2020-07-11,ios,PT,0.81,262,5,4
2020-07-11,ios,SA,27.54,4796,127,44
2020-07-11,ios,SE,1.57,77,3,0
2020-07-11,ios,UA,4.11,1046,19,5
2020-07-11,ios,UK,6.53,648,6,4
2020-07-11,ios,US,675.78,42618,629,180
2020-07-11,ios,ZA,1.08,194,1,0
2020-07-12,android,AU,3.96,423,1,0
2020-07-12,android,CA,10.06,1674,23,9
2020-07-12,android,DE,6.49,751,24,7
2020-07-12,android,DK,0.48,40,2,0
2020-07-12,android,FI,0.34,37,0,0
2020-07-12,android,FR,2.79,389,6,2
2020-07-12,android,JP,0.43,70,2,1
2020-07-12,android,KR,3.0,119,1,1
2020-07-12,android,NO,0.39,27,4,2
2020-07-12,android,NZ,0.59,68,2,2
2020-07-12,android,SE,0.89,97,5,1
2020-07-12,android,UK,2.34,339,4,2
2020-07-12,android,US,349.99,35767,454,211
2020-07-12,android,ZA,7.23,2089,32,13
2020-07-12,ios,AE,0.56,82,2,0
2020-07-12,ios,AL,0.08,26,3,0
2020-07-12,ios,AM,0.12,78,6,2
2020-07-12,ios,AO,0.03,15,0,0
2020-07-12,ios,AR,1.45,1027,15,6
2020-07-12,ios,AT,0.14,20,0,0
2020-07-12,ios,AU,6.76,418,3,1
2020-07-12,ios,AW,0.01,3,0,0
2020-07-12,ios,AZ,0.38,254,11,3
2020-07-12,ios,BA,0.03,30,2,1
2020-07-12,ios,BB,0.02,15,0,0
2020-07-12,ios,BD,0.03,18,1,0
2020-07-12,ios,BE,2.58,350,9,1
2020-07-12,ios,BF,0.01,2,0,0
2020-07-12,ios,BG,0.14,105,3,3
2020-07-12,ios,BH,0.19,86,1,0
2020-07-12,ios,BM,0.01,7,0,0
2020-07-12,ios,BN,0.01,6,0,0
2020-07-12,ios,BO,0.01,14,0,0
2020-07-12,ios,BR,17.64,8555,160,45
2020-07-12,ios,BS,0.02,7,0,0
2020-07-12,ios,BY,0.38,147,8,0
2020-07-12,ios,CA,7.1,885,15,4
2020-07-12,ios,CH,0.15,32,0,0
2020-07-12,ios,CI,0.04,22,0,0
2020-07-12,ios,CL,2.95,921,27,8
2020-07-12,ios,CN,0.03,16,0,1
2020-07-12,ios,CO,1.19,644,23,7
2020-07-12,ios,CR,0.23,106,7,3
2020-07-12,ios,CW,0.02,3,0,0
2020-07-12,ios,CY,0.06,43,0,0
2020-07-12,ios,CZ,0.98,251,4,0
2020-07-12,ios,DE,14.43,1306,39,5
2020-07-12,ios,DK,1.2,127,3,2
2020-07-12,ios,DO,0.3,146,4,2
2020-07-12,ios,DZ,0.03,37,2,0
2020-07-12,ios,EC,0.21,80,1,0
2020-07-12,ios,EE,0.13,23,1,0
2020-07-12,ios,EG,0.3,173,3,1
2020-07-12,ios,ES,2.81,1052,9,3
2020-07-12,ios,FI,0.27,29,0,0
2020-07-12,ios,FO,0.01,3,0,0
2020-07-12,ios,FR,4.7,636,8,1
2020-07-12,ios,GE,0.13,110,8,3
2020-07-12,ios,GH,0.05,26,0,0
2020-07-12,ios,GI,0.01,2,0,0
2020-07-12,ios,GL,0.01,5,0,0
2020-07-12,ios,GP,0.01,6,0,0
2020-07-12,ios,GR,0.24,105,2,2
2020-07-12,ios,GT,0.14,44,1,0
2020-07-12,ios,HK,0.07,6,0,0
2020-07-12,ios,HN,0.09,35,1,0
2020-07-12,ios,HR,0.04,28,1,0
2020-07-12,ios,HT,0.03,7,1,0
2020-07-12,ios,HU,0.94,270,7,1
2020-07-12,ios,ID,0.86,531,9,3
2020-07-12,ios,IE,0.09,23,2,1
2020-07-12,ios,IL,1.36,280,6,2
2020-07-12,ios,IM,0.01,3,0,0
2020-07-12,ios,IN,2.33,1973,46,8
2020-07-12,ios,IQ,0.2,248,4,0
2020-07-12,ios,IS,0.01,3,1,0
2020-07-12,ios,IT,6.48,1961,26,5
2020-07-12,ios,JE,0.03,5,0,0
2020-07-12,ios,JM,0.03,15,0,0
2020-07-12,ios,JO,0.04,34,1,0
2020-07-12,ios,JP,2.92,218,5,0
2020-07-12,ios,KE,0.03,29,0,0
2020-07-12,ios,KG,0.04,59,2,0
2020-07-12,ios,KH,0.01,3,0,0
2020-07-12,ios,KR,1.87,147,3,0
2020-07-12,ios,KW,0.52,73,5,1
2020-07-12,ios,KZ,0.8,407,9,1
2020-07-12,ios,LB,0.11,89,6,1
2020-07-12,ios,LC,0.01,3,0,0
2020-07-12,ios,LI,0.02,3,0,0
2020-07-12,ios,LK,0.04,41,1,0
2020-07-12,ios,LT,0.12,38,1,0
2020-07-12,ios,LU,0.02,9,2,0
2020-07-12,ios,LV,0.13,24,1,1
2020-07-12,ios,MA,0.06,48,2,0
2020-07-12,ios,MD,0.09,48,1,0
2020-07-12,ios,ME,0.03,36,1,1
2020-07-12,ios,MK,0.04,45,1,0
2020-07-12,ios,MM,0.05,25,2,0
2020-07-12,ios,MO,0.01,5,0,0
2020-07-12,ios,MT,0.03,14,0,0
2020-07-12,ios,MU,0.01,5,0,0
2020-07-12,ios,MV,0.02,7,1,0
2020-07-12,ios,MX,3.52,1810,24,3
2020-07-12,ios,MY,0.48,200,3,0
2020-07-12,ios,MZ,0.01,6,0,0
2020-07-12,ios,NA,0.01,13,0,0
2020-07-12,ios,NG,0.3,100,5,2
2020-07-12,ios,NI,0.01,9,1,0
2020-07-12,ios,NL,0.44,70,3,1
2020-07-12,ios,NO,1.04,69,4,1
2020-07-12,ios,NZ,0.57,61,1,1
2020-07-12,ios,OM,0.1,53,1,0
2020-07-12,ios,PA,0.15,73,1,0
2020-07-12,ios,PE,0.2,79,3,1
2020-07-12,ios,PH,0.22,68,4,1
2020-07-12,ios,PK,0.2,107,3,0
2020-07-12,ios,PL,5.45,1309,16,7
2020-07-12,ios,PR,0.45,128,1,0
2020-07-12,ios,PS,0.05,37,1,1
2020-07-12,ios,PT,1.15,471,0,0
2020-07-12,ios,PY,0.07,46,1,0
2020-07-12,ios,QA,0.14,27,0,0
2020-07-12,ios,RE,0.01,8,0,0
2020-07-12,ios,RO,0.48,161,2,1
2020-07-12,ios,RS,0.42,280,16,5
2020-07-12,ios,RU,12.22,3133,72,13
2020-07-12,ios,SA,5.02,874,17,12
2020-07-12,ios,SE,3.07,255,5,1
2020-07-12,ios,SG,0.08,14,0,0
2020-07-12,ios,SI,0.23,41,0,0
2020-07-12,ios,SK,0.46,128,2,1
2020-07-12,ios,SL,0.01,4,0,0
2020-07-12,ios,SM,0.01,2,0,0
2020-07-12,ios,TH,0.83,255,5,0
2020-07-12,ios,TM,0.01,3,2,0
2020-07-12,ios,TR,6.68,4645,73,16
2020-07-12,ios,TW,0.35,61,1,0
2020-07-12,ios,TZ,0.02,25,0,0
2020-07-12,ios,UA,3.36,1342,42,9
2020-07-12,ios,UG,0.01,7,0,0
2020-07-12,ios,UK,8.93,1076,14,5
2020-07-12,ios,US,834.42,58840,861,251
2020-07-12,ios,UY,0.23,127,4,0
2020-07-12,ios,UZ,0.04,59,2,0
2020-07-12,ios,VE,0.06,74,0,0
2020-07-12,ios,VG,0.01,2,0,0
2020-07-12,ios,VN,0.3,124,2,1
2020-07-12,ios,XK,0.04,45,1,0
2020-07-12,ios,YT,0.01,2,0,0
2020-07-12,ios,ZA,1.76,453,8,0
2020-07-12,ios,ZW,0.01,5,0,0
2020-07-13,android,BE,0.17,11,0,0
2020-07-13,android,CA,0.11,8,0,0
2020-07-13,android,DE,0.69,105,1,1
2020-07-13,android,DK,0.04,8,1,0
2020-07-13,android,FI,0.01,4,1,0
2020-07-13,android,FR,0.29,52,0,0
2020-07-13,android,IT,0.05,45,0,0
2020-07-13,android,JP,0.03,4,0,0
2020-07-13,android,KR,0.03,6,0,0
2020-07-13,android,NO,0.02,3,0,0
2020-07-13,android,PL,0.55,178,4,2
2020-07-13,android,SE,0.18,18,0,0
2020-07-13,android,UK,0.17,32,1,1
2020-07-13,android,US,165.7,17858,222,116
2020-07-13,android,ZA,0.74,161,1,2
2020-07-13,ios,AE,0.01,7,0,0
2020-07-13,ios,AL,0.02,6,0,0
2020-07-13,ios,AM,0.01,10,1,0
2020-07-13,ios,AO,0.01,3,0,0
2020-07-13,ios,AR,0.89,752,11,0
2020-07-13,ios,AT,0.01,2,0,0
2020-07-13,ios,AU,1.64,114,1,1
2020-07-13,ios,AZ,0.01,22,1,0
2020-07-13,ios,BA,0.03,10,1,0
2020-07-13,ios,BE,1.77,257,2,0
2020-07-13,ios,BG,0.02,13,1,1
2020-07-13,ios,BH,0.03,6,1,0
2020-07-13,ios,BO,0.01,3,0,0
2020-07-13,ios,BR,2.21,1306,19,10
2020-07-13,ios,BY,0.02,8,0,0
2020-07-13,ios,CA,1.47,156,3,1
2020-07-13,ios,CG,0.01,1,0,0
2020-07-13,ios,CH,0.04,4,0,0
2020-07-13,ios,CL,0.24,142,5,4
2020-07-13,ios,CO,0.23,97,1,2
2020-07-13,ios,CR,0.02,16,0,0
2020-07-13,ios,CZ,0.05,22,1,1
2020-07-13,ios,DE,3.98,392,4,4
2020-07-13,ios,DK,0.45,54,1,0
2020-07-13,ios,DO,0.03,10,0,0
2020-07-13,ios,EC,0.01,19,0,0
2020-07-13,ios,EE,0.01,1,0,0
2020-07-13,ios,EG,0.06,30,1,0
2020-07-13,ios,ES,1.3,556,5,1
2020-07-13,ios,FI,0.14,13,0,0
2020-07-13,ios,FR,1.49,210,6,0
2020-07-13,ios,GE,0.01,14,1,0
2020-07-13,ios,GR,0.01,15,0,0
2020-07-13,ios,GT,0.02,6,0,1
2020-07-13,ios,GY,0.01,1,0,0
2020-07-13,ios,HN,0.03,9,1,0
2020-07-13,ios,HR,0.01,3,0,0
2020-07-13,ios,HU,0.13,19,1,1
2020-07-13,ios,ID,0.02,8,0,2
2020-07-13,ios,IL,0.19,32,0,0
2020-07-13,ios,IN,0.04,63,3,3
2020-07-13,ios,IQ,0.05,40,1,0
2020-07-13,ios,IT,6.64,1644,21,5
2020-07-13,ios,JP,3.06,230,12,2
2020-07-13,ios,KR,1.81,123,3,1
2020-07-13,ios,KW,0.06,15,0,0
2020-07-13,ios,KZ,0.02,12,0,0
2020-07-13,ios,MK,0.01,5,0,0
2020-07-13,ios,MQ,0.01,2,0,0
2020-07-13,ios,MX,2.71,1592,18,6
2020-07-13,ios,NC,0.01,1,0,0
2020-07-13,ios,NL,0.06,9,1,0
2020-07-13,ios,NO,0.38,29,1,1
2020-07-13,ios,NZ,0.76,58,1,0
2020-07-13,ios,PA,0.03,13,1,0
2020-07-13,ios,PE,0.03,12,0,0
2020-07-13,ios,PH,0.01,2,0,0
2020-07-13,ios,PK,0.02,5,0,0
2020-07-13,ios,PL,3.65,974,8,2
2020-07-13,ios,PR,0.05,18,0,0
2020-07-13,ios,PT,0.21,109,1,0
2020-07-13,ios,QA,0.02,4,0,0
2020-07-13,ios,RO,0.05,16,0,0
2020-07-13,ios,RS,0.05,19,1,1
2020-07-13,ios,RU,0.81,232,6,4
2020-07-13,ios,SA,0.1,40,0,1
2020-07-13,ios,SE,1.64,133,8,2
2020-07-13,ios,SI,0.01,5,0,0
2020-07-13,ios,SK,0.02,8,0,0
2020-07-13,ios,SN,0.01,3,0,0
2020-07-13,ios,SR,0.01,1,0,0
2020-07-13,ios,SV,0.01,7,0,0
2020-07-13,ios,TR,0.71,601,8,1
2020-07-13,ios,UA,0.14,113,2,4
2020-07-13,ios,UK,2.93,349,6,2
2020-07-13,ios,US,637.29,53295,705,193
2020-07-13,ios,UY,0.01,23,0,0
2020-07-13,ios,UZ,0.01,1,0,1
2020-07-13,ios,VE,0.01,8,0,0
2020-07-13,ios,VN,0.01,2,0,0
2020-07-13,ios,YT,0.01,1,0,0
2020-07-13,ios,ZA,0.97,236,6,2
2020-07-14,android,BE,0.15,42,0,0
2020-07-14,android,IT,1.48,482,7,2
2020-07-14,android,PL,4.91,1855,19,4
2020-07-14,android,US,219.09,20012,220,119
2020-07-14,ios,AR,0.64,459,9,3
2020-07-14,ios,BE,1.02,191,0,0
2020-07-14,ios,ES,0.92,304,2,1
2020-07-14,ios,FR,16.45,2167,33,9
2020-07-14,ios,IT,8.09,1554,21,5
2020-07-14,ios,MX,2.04,1028,9,3
2020-07-14,ios,PL,4.22,1034,12,4
2020-07-14,ios,SA,8.38,1407,29,13
2020-07-14,ios,UK,0.03,6,1,0
2020-07-14,ios,US,502.85,41394,427,142
2020-07-15,android,BE,0.09,30,1,1
2020-07-15,android,DE,8.77,1138,28,12
2020-07-15,android,FR,15.1,2122,22,9
2020-07-15,android,IT,1.65,560,5,2
2020-07-15,android,PL,5.84,1868,20,7
2020-07-15,android,US,393.16,36580,443,188
2020-07-15,android,ZA,0.01,44,2,0
2020-07-15,ios,AE,0.25,45,1,0
2020-07-15,ios,AF,0.01,13,0,0
2020-07-15,ios,AL,0.02,11,1,1
2020-07-15,ios,AM,0.02,24,1,1
2020-07-15,ios,AO,0.04,12,2,0
2020-07-15,ios,AR,0.61,516,5,1
2020-07-15,ios,AT,0.06,7,0,1
2020-07-15,ios,AU,1.35,48,0,0
2020-07-15,ios,AZ,0.13,143,3,1
2020-07-15,ios,BA,0.03,14,1,1
2020-07-15,ios,BB,0.01,4,0,0
2020-07-15,ios,BD,0.02,7,0,1
2020-07-15,ios,BE,1.24,212,1,0
2020-07-15,ios,BG,0.06,31,2,1
2020-07-15,ios,BH,0.12,40,0,0
2020-07-15,ios,BM,0.01,3,0,0
2020-07-15,ios,BO,0.03,9,0,0
2020-07-15,ios,BR,3.79,2104,46,15
2020-07-15,ios,BS,0.02,5,0,0
2020-07-15,ios,BY,0.11,61,0,0
2020-07-15,ios,CA,1.51,122,3,1
2020-07-15,ios,CH,0.07,14,0,0
2020-07-15,ios,CI,0.01,9,3,0
2020-07-15,ios,CL,0.75,381,5,2
2020-07-15,ios,CM,0.01,2,0,0
2020-07-15,ios,CO,0.46,209,5,0
2020-07-15,ios,CR,0.06,39,0,0
2020-07-15,ios,CY,0.04,19,1,0
2020-07-15,ios,CZ,0.87,269,6,2
2020-07-15,ios,DE,6.15,514,6,1
2020-07-15,ios,DK,1.2,130,5,2
2020-07-15,ios,DO,0.11,50,1,1
2020-07-15,ios,DZ,0.01,13,0,0
2020-07-15,ios,EC,0.04,27,0,0
2020-07-15,ios,EE,0.02,6,0,0
2020-07-15,ios,EG,0.18,89,2,1
2020-07-15,ios,ES,1.53,640,7,3
2020-07-15,ios,FI,0.26,21,0,0
2020-07-15,ios,FR,4.08,386,5,2
2020-07-15,ios,GE,0.04,41,3,1
2020-07-15,ios,GH,0.01,10,1,0
2020-07-15,ios,GR,0.04,26,1,0
2020-07-15,ios,GT,0.03,13,0,0
2020-07-15,ios,GU,0.01,4,0,0
2020-07-15,ios,HN,0.04,12,1,0
2020-07-15,ios,HR,0.04,24,0,0
2020-07-15,ios,HU,0.68,242,4,0
2020-07-15,ios,ID,0.2,185,3,0
2020-07-15,ios,IE,0.08,7,1,0
2020-07-15,ios,IL,0.06,15,0,0
2020-07-15,ios,IN,1.11,895,24,6
2020-07-15,ios,IQ,0.19,178,4,2
2020-07-15,ios,IT,7.67,1840,14,5
2020-07-15,ios,JM,0.02,6,0,0
2020-07-15,ios,JO,0.04,14,1,0
2020-07-15,ios,JP,1.36,130,0,0
2020-07-15,ios,KG,0.01,28,0,0
2020-07-15,ios,KR,0.35,29,1,0
2020-07-15,ios,KW,0.27,49,2,0
2020-07-15,ios,KZ,0.17,185,5,1
2020-07-15,ios,LB,0.01,15,0,0
2020-07-15,ios,LT,0.03,8,0,0
2020-07-15,ios,LU,0.02,3,0,0
2020-07-15,ios,LY,0.02,9,1,0
2020-07-15,ios,MA,0.02,37,2,0
2020-07-15,ios,MD,0.02,21,2,0
2020-07-15,ios,ME,0.01,19,2,1
2020-07-15,ios,MK,0.01,12,0,0
2020-07-15,ios,MM,0.01,7,1,1
2020-07-15,ios,MO,0.01,1,0,0
2020-07-15,ios,MT,0.03,5,0,0
2020-07-15,ios,MX,2.58,1388,12,2
2020-07-15,ios,MY,0.21,67,1,0
2020-07-15,ios,NC,0.01,1,0,0
2020-07-15,ios,NG,0.03,29,0,0
2020-07-15,ios,NL,0.11,15,0,0
2020-07-15,ios,NO,1.82,81,3,1
2020-07-15,ios,NZ,0.07,11,0,0
2020-07-15,ios,OM,0.05,25,0,0
2020-07-15,ios,PA,0.06,30,1,0
2020-07-15,ios,PE,0.04,22,0,0
2020-07-15,ios,PH,0.08,19,0,0
2020-07-15,ios,PK,0.06,43,1,0
2020-07-15,ios,PL,5.24,1106,14,2
2020-07-15,ios,PR,0.2,68,0,0
2020-07-15,ios,PS,0.02,31,0,0
2020-07-15,ios,PT,0.13,41,2,1
2020-07-15,ios,QA,0.18,25,0,0
2020-07-15,ios,RE,0.01,8,0,0
2020-07-15,ios,RO,0.1,34,0,0
2020-07-15,ios,RS,0.08,82,2,2
2020-07-15,ios,RU,3.35,1207,25,3
2020-07-15,ios,SA,10.02,2150,34,11
2020-07-15,ios,SE,2.72,196,3,0
2020-07-15,ios,SG,0.04,2,0,0
2020-07-15,ios,SI,0.01,6,0,0
2020-07-15,ios,SK,0.04,23,1,0
2020-07-15,ios,TH,0.07,35,2,0
2020-07-15,ios,TN,0.02,6,0,0
2020-07-15,ios,TR,3.14,2375,23,6
2020-07-15,ios,TW,0.13,29,0,0
2020-07-15,ios,TZ,0.02,14,0,0
2020-07-15,ios,UA,0.88,501,9,2
2020-07-15,ios,UK,5.5,494,9,5
2020-07-15,ios,US,544.22,44911,569,182
2020-07-15,ios,UY,0.06,48,0,0
2020-07-15,ios,UZ,0.03,48,2,1
2020-07-15,ios,VE,0.02,21,0,0
2020-07-15,ios,VN,0.09,33,1,0
2020-07-15,ios,XK,0.03,17,1,0
2020-07-15,ios,ZA,1.79,345,4,0
2020-07-16,android,AU,0.060034,6,0,0
2020-07-16,android,BE,0.4,63,1,1
2020-07-16,android,CA,0.68038,45,3,0
2020-07-16,android,DE,48.2023,5826,131,44
2020-07-16,android,DK,0.660369,48,4,1
2020-07-16,android,FI,0.790441,67,1,0
2020-07-16,android,FR,9.62089,1782,19,6
2020-07-16,android,IT,11.42,3279,31,11
2020-07-16,android,JP,0.09005,10,0,0
2020-07-16,android,KR,0.020011,2,0,2
2020-07-16,android,NO,0.210117,20,0,0
2020-07-16,android,NZ,0.060034,6,0,0
2020-07-16,android,PL,8.97,2501,30,13
2020-07-16,android,SA,13.87,2933,72,19
2020-07-16,android,SE,0.380212,36,0,0
2020-07-16,android,SG,10.86,2920,85,26
2020-07-16,android,UK,1.92107,237,4,0
2020-07-16,android,US,388.191,35586,436,188
2020-07-16,android,ZA,5.0527,1484,17,9
2020-07-16,ios,AD,0.01,3,0,0
2020-07-16,ios,AE,0.44,79,1,1
2020-07-16,ios,AF,0.02,19,1,0
2020-07-16,ios,AL,0.03,20,1,1
2020-07-16,ios,AM,0.1,54,1,1
2020-07-16,ios,AO,0.03,13,0,0
2020-07-16,ios,AR,0.92,683,9,4
2020-07-16,ios,AT,0.05,10,1,0
2020-07-16,ios,AU,0.79,81,0,0
2020-07-16,ios,AZ,0.3,232,6,2
2020-07-16,ios,BA,0.02,23,0,0
2020-07-16,ios,BE,2.56,354,3,1
2020-07-16,ios,BG,0.13,60,0,0
2020-07-16,ios,BH,0.13,63,1,1
2020-07-16,ios,BM,0.01,3,0,0
2020-07-16,ios,BN,0.01,7,0,0
2020-07-16,ios,BO,0.01,16,0,0
2020-07-16,ios,BR,8.48,4594,65,24
2020-07-16,ios,BY,0.15,80,4,0
2020-07-16,ios,BZ,0.02,3,1,0
2020-07-16,ios,CA,1.97,167,1,1
2020-07-16,ios,CH,0.24,20,0,0
2020-07-16,ios,CI,0.05,22,0,0
2020-07-16,ios,CL,2.44,1068,16,10
2020-07-16,ios,CN,0.1,16,1,0
2020-07-16,ios,CO,0.86,471,10,3
2020-07-16,ios,CR,0.23,98,1,0
2020-07-16,ios,CW,0.01,2,0,0
2020-07-16,ios,CY,0.06,32,0,1
2020-07-16,ios,CZ,3.62,1032,15,4
2020-07-16,ios,DE,18.32,1691,30,7
2020-07-16,ios,DK,2.61,167,5,2
2020-07-16,ios,DO,0.16,83,2,0
2020-07-16,ios,DZ,0.01,22,0,0
2020-07-16,ios,EC,0.17,61,1,1
2020-07-16,ios,EE,0.07,10,0,0
2020-07-16,ios,EG,0.44,185,7,4
2020-07-16,ios,ES,1.82,640,17,2
2020-07-16,ios,FI,0.4,29,2,0
2020-07-16,ios,FO,0.01,6,0,0
2020-07-16,ios,FR,10.98,1900,25,5
2020-07-16,ios,GE,0.1,82,4,2
2020-07-16,ios,GF,0.02,7,1,0
2020-07-16,ios,GH,0.04,15,0,0
2020-07-16,ios,GL,0.01,4,0,0
2020-07-16,ios,GP,0.04,7,0,0
2020-07-16,ios,GR,0.19,47,0,0
2020-07-16,ios,GT,0.04,24,0,0
2020-07-16,ios,GU,0.01,4,0,0
2020-07-16,ios,HK,0.02,7,0,1
2020-07-16,ios,HN,0.01,17,0,0
2020-07-16,ios,HR,0.23,103,3,0
2020-07-16,ios,HU,4.4,1802,39,8
2020-07-16,ios,ID,1.14,734,12,4
2020-07-16,ios,IE,0.12,15,1,0
2020-07-16,ios,IL,0.19,53,2,1
2020-07-16,ios,IN,2.25,1936,39,10
2020-07-16,ios,IQ,0.29,290,6,1
2020-07-16,ios,IS,0.02,2,0,0
2020-07-16,ios,IT,7.14,1531,19,4
2020-07-16,ios,JE,0.01,6,0,0
2020-07-16,ios,JM,0.03,12,0,0
2020-07-16,ios,JO,0.03,21,0,0
2020-07-16,ios,JP,1.65,158,8,1
2020-07-16,ios,KE,0.05,22,0,0
2020-07-16,ios,KG,0.03,50,3,2
2020-07-16,ios,KH,0.03,14,0,0
2020-07-16,ios,KR,1.39,74,5,1
2020-07-16,ios,KW,0.45,90,1,1
2020-07-16,ios,KZ,0.54,327,9,2
2020-07-16,ios,LB,0.07,35,2,1
2020-07-16,ios,LI,0.01,1,0,0
2020-07-16,ios,LK,0.03,32,0,0
2020-07-16,ios,LT,0.04,7,0,0
2020-07-16,ios,LU,0.01,4,0,0
2020-07-16,ios,LV,0.06,12,0,0
2020-07-16,ios,LY,0.06,15,0,0
2020-07-16,ios,MA,0.1,52,2,0
2020-07-16,ios,MD,0.06,22,2,1
2020-07-16,ios,ME,0.02,25,1,0
2020-07-16,ios,MF,0.01,2,0,0
2020-07-16,ios,MK,0.01,31,0,0
2020-07-16,ios,MM,0.08,34,3,1
2020-07-16,ios,MN,0.04,37,0,0
2020-07-16,ios,MQ,0.01,2,0,0
2020-07-16,ios,MU,0.01,6,0,0
2020-07-16,ios,MV,0.01,5,0,0
2020-07-16,ios,MW,0.01,1,0,0
2020-07-16,ios,MX,3.27,1754,22,5
2020-07-16,ios,MY,0.71,220,7,2
2020-07-16,ios,NA,0.01,5,0,0
2020-07-16,ios,NC,0.01,4,0,0
2020-07-16,ios,NG,0.14,67,1,0
2020-07-16,ios,NL,0.37,43,0,0
2020-07-16,ios,NO,1.43,71,1,0
2020-07-16,ios,NP,0.01,9,0,0
2020-07-16,ios,NZ,0.42,39,3,0
2020-07-16,ios,OM,0.17,69,2,1
2020-07-16,ios,PA,0.13,40,1,0
2020-07-16,ios,PE,0.12,64,3,0
2020-07-16,ios,PH,0.26,109,2,1
2020-07-16,ios,PK,0.12,93,2,2
2020-07-16,ios,PL,7.52,1529,12,3
2020-07-16,ios,PR,0.44,125,3,0
2020-07-16,ios,PS,0.05,37,3,1
2020-07-16,ios,PT,0.15,68,1,0
2020-07-16,ios,PY,0.02,34,0,0
2020-07-16,ios,QA,0.35,56,4,1
2020-07-16,ios,RE,0.01,11,0,0
2020-07-16,ios,RO,0.41,86,3,2
2020-07-16,ios,RS,0.22,147,6,2
2020-07-16,ios,RU,8.74,2428,51,18
2020-07-16,ios,SA,25.26,3874,63,19
2020-07-16,ios,SE,2.1,157,2,2
2020-07-16,ios,SG,0.03,5,0,0
2020-07-16,ios,SI,0.01,13,0,0
2020-07-16,ios,SK,0.2,69,2,0
2020-07-16,ios,SS,0.01,1,0,0
2020-07-16,ios,SV,0.03,14,0,0
2020-07-16,ios,TH,0.65,233,6,2
2020-07-16,ios,TJ,0.01,9,0,0
2020-07-16,ios,TN,0.01,15,0,0
2020-07-16,ios,TR,4.76,3270,33,8
2020-07-16,ios,TW,0.52,84,2,0
2020-07-16,ios,UA,1.63,680,13,5
2020-07-16,ios,UK,4.85,468,6,0
2020-07-16,ios,US,494.81,41470,579,174
2020-07-16,ios,UY,0.19,116,4,1
2020-07-16,ios,UZ,0.07,105,4,0
2020-07-16,ios,VE,0.06,46,0,0
2020-07-16,ios,VG,0.01,2,1,0
2020-07-16,ios,VN,0.64,147,4,1
2020-07-16,ios,XK,0.04,41,0,0
2020-07-16,ios,YE,0.01,6,0,0
2020-07-16,ios,YT,0.04,1,0,0
